FEN,Evaluation,BestMove
rn1q1rk1/pp3ppp/2p1pn2/5b2/PbBP3N/2N1P3/1P3PPP/R1BQ1RK1 b - - 4 9,29,f3h4
r2q1rk1/pp1n1ppp/2p1pn2/5b2/PbBP3N/2N1P3/1P3PPP/R1BQ1RK1 w - - 5 10,20,b8d7
r2q1rk1/pp1n1ppp/2p1pn2/5b2/PbBP3N/2N1P3/1P3PPP/R1BQ1R1K b - - 6 10,5,g1h1
r2q1rk1/pp1n1ppp/2p1pnb1/8/PbBP3N/2N1P3/1P3PPP/R1BQ1R1K w - - 7 11,5,f5g6
r2q1rk1/pp1n1ppp/2p1pnb1/8/PbBP3N/1QN1P3/1P3PPP/R1B2R1K b - - 8 11,18,d1b3
r2q1rk1/pp1n1ppp/4pnb1/2p5/PbBP3N/1QN1P3/1P3PPP/R1B2R1K w - - 0 12,8,c6c5
r2q1rk1/pp1n1ppp/4pnN1/2p5/PbBP4/1QN1P3/1P3PPP/R1B2R1K b - - 0 12,8,h4g6
r2q1rk1/pp1n1pp1/4pnp1/2p5/PbBP4/1QN1P3/1P3PPP/R1B2R1K w - - 0 13,9,h7g6
r2q1rk1/pp1n1pp1/4pnp1/2pP4/PbB5/1QN1P3/1P3PPP/R1B2R1K b - - 0 13,4,d4d5
r2q1rk1/pp1n1pp1/5np1/2pPp3/PbB5/1QN1P3/1P3PPP/R1B2R1K w - - 0 14,9,e6e5
r2q1rk1/pp1n1pp1/5np1/2pPp3/Pb6/1QNBP3/1P3PPP/R1B2R1K b - - 1 14,31,c4d3
r2q1rk1/pp1n1pp1/5np1/2pPp3/P7/1QbBP3/1P3PPP/R1B2R1K w - - 0 15,48,b4c3
r2q1rk1/pp1n1pp1/5np1/2pPp3/P7/1QPBP3/5PPP/R1B2R1K b - - 0 15,54,b2c3
r2q1rk1/pp1n1pp1/5np1/2pP4/P3p3/1QPBP3/5PPP/R1B2R1K w - - 0 16,56,e5e4
r2q1rk1/pp1n1pp1/5np1/2pP4/P3p3/1QP1P3/4BPPP/R1B2R1K b - - 1 16,74,d3e2
r2qnrk1/pp1n1pp1/6p1/2pP4/P3p3/1QP1P3/4BPPP/R1B2R1K w - - 2 17,71,f6e8
r2qnrk1/pQ1n1pp1/6p1/2pP4/P3p3/2P1P3/4BPPP/R1B2R1K b - - 0 17,45,b3b7
r2q1rk1/pQ1n1pp1/3n2p1/2pP4/P3p3/2P1P3/4BPPP/R1B2R1K w - - 1 18,47,e8d6
r2q1rk1/p2n1pp1/3n2p1/2pP4/P3p3/1QP1P3/4BPPP/R1B2R1K b - - 2 18,49,b7b3
r4rk1/p2n1pp1/3n2p1/2pP4/P3p2q/1QP1P3/4BPPP/R1B2R1K w - - 3 19,56,d8h4
r4rk1/p2n1pp1/3n2p1/2pP4/P1P1p2q/1Q2P3/4BPPP/R1B2R1K b - - 0 19,67,c3c4
r4rk1/p2n1pp1/3n4/2pP2p1/P1P1p2q/1Q2P3/4BPPP/R1B2R1K w - - 0 20,77,g6g5
r4rk1/p2n1pp1/3n4/2pP2p1/P1P1p2q/1Q2P3/1B2BPPP/R4R1K b - - 1 20,76,c1b2
1r3rk1/p2n1pp1/3n4/2pP2p1/P1P1p2q/1Q2P3/1B2BPPP/R4R1K w - - 2 21,76,a8b8
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,30,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,33,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,35,c2c4
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,38,c7c6
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,37,b1c3
rnbqkbnr/pp2pppp/2p5/8/2pP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,44,d5c4
rnbqkbnr/pp2pppp/2p5/8/2pP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 4,28,e2e3
rnbqkbnr/p3pppp/2p5/1p6/2pP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,34,b7b5
rnbqkbnr/p3pppp/2p5/1p6/P1pP4/2N1P3/1P3PPP/R1BQKBNR b KQkq - 0 5,30,a2a4
rnbqkbnr/p3pppp/2p5/8/PppP4/2N1P3/1P3PPP/R1BQKBNR w KQkq - 0 6,40,b5b4
rnbqkbnr/p3pppp/2p5/8/PppPN3/4P3/1P3PPP/R1BQKBNR b KQkq - 1 6,45,c3e4
rnb1kbnr/p3pppp/2p5/3q4/PppPN3/4P3/1P3PPP/R1BQKBNR w KQkq - 2 7,40,d8d5
rnb1kbnr/p3pppp/2p5/3q4/PppP4/4P3/1P1N1PPP/R1BQKBNR b KQkq - 3 7,39,e4d2
rnb1kbnr/p3pppp/2p5/3q4/Pp1P4/2p1P3/1P1N1PPP/R1BQKBNR w KQkq - 0 8,37,c4c3
rnb1kbnr/p3pppp/2p5/3q4/Pp1P4/2P1P3/3N1PPP/R1BQKBNR b KQkq - 0 8,28,b2c3
rnb1kbnr/p3pppp/2p5/3q4/P2P4/2p1P3/3N1PPP/R1BQKBNR w KQkq - 0 9,34,b4c3
rnb1kbnr/p3pppp/2p5/3q4/P2P4/2p1P3/5PPP/RNBQKBNR b KQkq - 1 9,37,d2b1
rnb1kbnr/p3pppp/2p5/q7/P2P4/2p1P3/5PPP/RNBQKBNR w KQkq - 2 10,39,d5a5
rnb1kbnr/p3pppp/2p5/q7/P2P4/2p1P3/2Q2PPP/RNB1KBNR b KQkq - 3 10,37,d1c2
rnb1kb1r/p3pppp/2p2n2/q7/P2P4/2p1P3/2Q2PPP/RNB1KBNR w KQkq - 4 11,36,g8f6
rnb1kb1r/p3pppp/2p2n2/q7/P2P4/2p1PN2/2Q2PPP/RNB1KB1R b KQkq - 5 11,36,g1f3
rnb1kb1r/p4ppp/2p1pn2/q7/P2P4/2p1PN2/2Q2PPP/RNB1KB1R w KQkq - 0 12,35,e7e6
rnb1kb1r/p4ppp/2p1pn2/q7/P2P4/2N1PN2/2Q2PPP/R1B1KB1R b KQkq - 0 12,37,b1c3
rnb1k2r/p4ppp/2p1pn2/q7/Pb1P4/2N1PN2/2Q2PPP/R1B1KB1R w KQkq - 1 13,37,f8b4
rnb1k2r/p4ppp/2p1pn2/q7/Pb1P4/2N1PN2/2QB1PPP/R3KB1R b KQkq - 2 13,30,c1d2
r1b1k2r/p2n1ppp/2p1pn2/q7/Pb1P4/2N1PN2/2QB1PPP/R3KB1R w KQkq - 3 14,30,b8d7
r1b1k2r/p2n1ppp/2p1pn2/q7/Pb1P4/2N1PN2/2QBBPPP/R3K2R b KQkq - 4 14,28,f1e2
r3k2r/p2n1ppp/b1p1pn2/q7/Pb1P4/2N1PN2/2QBBPPP/R3K2R w KQkq - 5 15,31,c8a6
r3k2r/p2n1ppp/b1p1pn2/q7/Pb1P4/2N1PN2/2QBBPPP/R4RK1 b kq - 6 15,36,e1g1
r4rk1/p2n1ppp/b1p1pn2/q7/Pb1P4/2N1PN2/2QBBPPP/R4RK1 w - - 7 16,38,e8g8
r4rk1/p2n1ppp/B1p1pn2/q7/Pb1P4/2N1PN2/2QB1PPP/R4RK1 b - - 0 16,26,e2a6
r4rk1/p2n1ppp/q1p1pn2/8/Pb1P4/2N1PN2/2QB1PPP/R4RK1 w - - 0 17,28,a5a6
r4rk1/p2n1ppp/q1p1pn2/8/Pb1PN3/4PN2/2QB1PPP/R4RK1 b - - 1 17,22,c3e4
r4rk1/p2nbppp/q1p1pn2/8/P2PN3/4PN2/2QB1PPP/R4RK1 w - - 2 18,24,b4e7
r4rk1/p2nbppp/q1p1pN2/8/P2P4/4PN2/2QB1PPP/R4RK1 b - - 0 18,17,e4f6
r4rk1/p2n1ppp/q1p1pb2/8/P2P4/4PN2/2QB1PPP/R4RK1 w - - 0 19,17,e7f6
r4rk1/p2n1ppp/q1p1pb2/8/P2P4/4PN2/2QB1PPP/2R2RK1 b - - 1 19,15,a1c1
r1r3k1/p2n1ppp/q1p1pb2/8/P2P4/4PN2/2QB1PPP/2R2RK1 w - - 2 20,13,f8c8
r1r3k1/p2n1ppp/q1p1pb2/8/PB1P4/4PN2/2Q2PPP/2R2RK1 b - - 3 20,11,d2b4
r1r3k1/p2n1ppp/q3pb2/2p5/PB1P4/4PN2/2Q2PPP/2R2RK1 w - - 0 21,10,c6c5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,33,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,32,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,31,c2c4
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,37,c7c6
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,30,b1c3
rnbqkbnr/pp2pppp/2p5/8/2pP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,34,d5c4
rnbqkbnr/pp2pppp/2p5/8/2pP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 4,34,e2e3
rnbqkbnr/p3pppp/2p5/1p6/2pP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,36,b7b5
rnbqkbnr/p3pppp/2p5/1p6/P1pP4/2N1P3/1P3PPP/R1BQKBNR b KQkq - 0 5,33,a2a4
rnbqkbnr/p3pppp/2p5/8/PppP4/2N1P3/1P3PPP/R1BQKBNR w KQkq - 0 6,32,b5b4
rnbqkbnr/p3pppp/2p5/8/PppPN3/4P3/1P3PPP/R1BQKBNR b KQkq - 1 6,34,c3e4
rnb1kbnr/p3pppp/2p5/3q4/PppPN3/4P3/1P3PPP/R1BQKBNR w KQkq - 2 7,34,d8d5
rnb1kbnr/p3pppp/2p5/3q4/PppP4/4P3/1P1N1PPP/R1BQKBNR b KQkq - 3 7,33,e4d2
rnb1kbnr/p3pppp/2p5/3q4/Pp1P4/2p1P3/1P1N1PPP/R1BQKBNR w KQkq - 0 8,34,c4c3
rnb1kbnr/p3pppp/2p5/3q4/Pp1P4/2P1P3/3N1PPP/R1BQKBNR b KQkq - 0 8,35,b2c3
rnb1kbnr/p3pppp/2p5/3q4/P2P4/2p1P3/3N1PPP/R1BQKBNR w KQkq - 0 9,34,b4c3
rnb1kbnr/p3pppp/2p5/3q4/P2P4/2p1P3/5PPP/RNBQKBNR b KQkq - 1 9,35,d2b1
rnb1kbnr/p3pppp/2p5/q7/P2P4/2p1P3/5PPP/RNBQKBNR w KQkq - 2 10,36,d5a5
rnb1kbnr/p3pppp/2p5/q7/P2P4/2p1P3/2Q2PPP/RNB1KBNR b KQkq - 3 10,32,d1c2
rnb1kbnr/p4ppp/2p1p3/q7/P2P4/2p1P3/2Q2PPP/RNB1KBNR w KQkq - 0 11,35,e7e6
rnb1kbnr/p4ppp/2p1p3/q7/P2P4/2p1PN2/2Q2PPP/RNB1KB1R b KQkq - 1 11,34,g1f3
rn2kbnr/p4ppp/b1p1p3/q7/P2P4/2p1PN2/2Q2PPP/RNB1KB1R w KQkq - 2 12,35,c8a6
rn2kbnr/p4ppp/B1p1p3/q7/P2P4/2p1PN2/2Q2PPP/RNB1K2R b KQkq - 0 12,31,f1a6
rn2kbnr/p4ppp/q1p1p3/8/P2P4/2p1PN2/2Q2PPP/RNB1K2R w KQkq - 0 13,37,a5a6
rn2kbnr/p4ppp/q1p1p3/8/P2P4/2N1PN2/2Q2PPP/R1B1K2R b KQkq - 0 13,35,b1c3
rn2kb1r/p4ppp/q1p1pn2/8/P2P4/2N1PN2/2Q2PPP/R1B1K2R w KQkq - 1 14,46,g8f6
rn2kb1r/p4ppp/q1p1pn2/8/P2P4/2N1PN2/2Q2PPP/1RB1K2R b Kkq - 2 14,43,a1b1
rn2k2r/p3bppp/q1p1pn2/8/P2P4/2N1PN2/2Q2PPP/1RB1K2R w Kkq - 3 15,45,f8e7
rn2k2r/p3bppp/q1p1pn2/8/P2P4/1QN1PN2/5PPP/1RB1K2R b Kkq - 4 15,26,c2b3
r3k2r/p2nbppp/q1p1pn2/8/P2P4/1QN1PN2/5PPP/1RB1K2R w Kkq - 5 16,31,b8d7
r3k2r/pQ1nbppp/q1p1pn2/8/P2P4/2N1PN2/5PPP/1RB1K2R b Kkq - 6 16,18,b3b7
r3k2r/pq1nbppp/2p1pn2/8/P2P4/2N1PN2/5PPP/1RB1K2R w Kkq - 0 17,26,a6b7
r3k2r/pR1nbppp/2p1pn2/8/P2P4/2N1PN2/5PPP/2B1K2R b Kkq - 0 17,23,b1b7
r3k2r/1R1nbppp/2p1pn2/p7/P2P4/2N1PN2/5PPP/2B1K2R w Kkq - 0 18,22,a7a5
r3k2r/1R1nbppp/2p1pn2/p7/P2P4/2N1PN2/3B1PPP/4K2R b Kkq - 1 18,14,c1d2
r3k2r/1R1n1ppp/2p1pn2/p7/Pb1P4/2N1PN2/3B1PPP/4K2R w Kkq - 2 19,20,e7b4
r3k2r/1R1n1ppp/2p1pn2/p7/Pb1P4/4PN2/N2B1PPP/4K2R b Kkq - 3 19,19,c3a2
r3k2r/1R1n1ppp/4pn2/p1p5/Pb1P4/4PN2/N2B1PPP/4K2R w Kkq - 0 20,27,c6c5
r3k2r/1R1n1ppp/4pn2/p1p5/PN1P4/4PN2/3B1PPP/4K2R b Kkq - 0 20,14,a2b4
r3k2r/1R1n1ppp/4pn2/p7/Pp1P4/4PN2/3B1PPP/4K2R w Kkq - 0 21,16,c5b4
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,30,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,26,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,27,c2c4
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,28,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,30,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,30,g8f6
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,29,b1c3
rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,30,c7c5
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,29,c4d5
rnbqkb1r/pp3ppp/4pn2/3P4/3p4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,22,c5d4
rnbqkb1r/pp3ppp/4pn2/3P4/3Q4/2N2N2/PP2PPPP/R1B1KB1R b KQkq - 0 6,20,d1d4
rnbqkb1r/pp3ppp/5n2/3p4/3Q4/2N2N2/PP2PPPP/R1B1KB1R w KQkq - 0 7,26,e6d5
rnbqkb1r/pp3ppp/5n2/3p4/3QP3/2N2N2/PP3PPP/R1B1KB1R b KQkq - 0 7,22,e2e4
r1bqkb1r/pp3ppp/2n2n2/3p4/3QP3/2N2N2/PP3PPP/R1B1KB1R w KQkq - 1 8,28,b8c6
r1bqkb1r/pp3ppp/2n2n2/1B1p4/3QP3/2N2N2/PP3PPP/R1B1K2R b KQkq - 2 8,31,f1b5
r1bqkb1r/pp3ppp/2n2n2/1B6/3Qp3/2N2N2/PP3PPP/R1B1K2R w KQkq - 0 9,39,d5e4
r1bQkb1r/pp3ppp/2n2n2/1B6/4p3/2N2N2/PP3PPP/R1B1K2R b KQkq - 0 9,33,d4d8
r1bk1b1r/pp3ppp/2n2n2/1B6/4p3/2N2N2/PP3PPP/R1B1K2R w KQ - 0 10,41,e8d8
r1bk1b1r/pp3ppp/2n2n2/1B4N1/4p3/2N5/PP3PPP/R1B1K2R b KQ - 1 10,35,f3g5
r1b1kb1r/pp3ppp/2n2n2/1B4N1/4p3/2N5/PP3PPP/R1B1K2R w KQ - 2 11,41,d8e8
r1b1kb1r/pp3ppp/2n2n2/1B4N1/4p3/2N5/PP3PPP/R1B2RK1 b - - 3 11,38,e1g1
r3kb1r/pp3ppp/2n2n2/1B3bN1/4p3/2N5/PP3PPP/R1B2RK1 w - - 4 12,43,c8f5
r3kb1r/pp3ppp/2n2n2/1B3bN1/4p3/2N5/PP3PPP/R1B1R1K1 b - - 5 12,43,f1e1
3rkb1r/pp3ppp/2n2n2/1B3bN1/4p3/2N5/PP3PPP/R1B1R1K1 w - - 6 13,48,a8d8
3rkb1r/pp3ppp/2n2n2/1B3bN1/4p3/2N1B3/PP3PPP/R3R1K1 b - - 7 13,54,c1e3
4kb1r/pp1r1ppp/2n2n2/1B3bN1/4p3/2N1B3/PP3PPP/R3R1K1 w - - 8 14,55,d8d7
4kb1r/pp1r1ppp/2n2n2/1B3bN1/4p3/2N1BP2/PP4PP/R3R1K1 b - - 0 14,38,f2f3
4kb1r/pp1r1ppp/2n2n2/1B3bN1/8/2N1Bp2/PP4PP/R3R1K1 w - - 0 15,60,e4f3
4kb1r/Bp1r1ppp/2n2n2/1B3bN1/8/2N2p2/PP4PP/R3R1K1 b - - 0 15,51,e3a7
4k2r/Bp1rbppp/2n2n2/1B3bN1/8/2N2p2/PP4PP/R3R1K1 w - - 1 16,41,f8e7
4k2r/1p1rbppp/1Bn2n2/1B3bN1/8/2N2p2/PP4PP/R3R1K1 b - - 2 16,42,a7b6
4k2r/1p1rbppp/1Bn5/1B1n1bN1/8/2N2p2/PP4PP/R3R1K1 w - - 3 17,60,f6d5
4k2r/1p1rbppp/1Bn5/1B1N1bN1/8/5p2/PP4PP/R3R1K1 b - - 0 17,69,c3d5
4k2r/1p2bppp/1Bn5/1B1r1bN1/8/5p2/PP4PP/R3R1K1 w - - 0 18,52,d7d5
4k2r/1p2bppp/1Bn5/3r1bN1/2B5/5p2/PP4PP/R3R1K1 b - - 1 18,58,b5c4
4k2r/1p2bppp/1Bn5/5bN1/2B5/5p2/PP1r2PP/R3R1K1 w - - 2 19,60,d5d2
4k2r/1p2bBpp/1Bn5/5bN1/8/5p2/PP1r2PP/R3R1K1 b - - 0 19,53,c4f7
7r/1p1kbBpp/1Bn5/5bN1/8/5p2/PP1r2PP/R3R1K1 w - - 1 20,51,e8d7
7r/1p1kbBpp/1Bn5/5b2/8/5N2/PP1r2PP/R3R1K1 b - - 0 20,48,g5f3
7r/1p1kbBpp/1Bn5/5b2/8/5N2/Pr4PP/R3R1K1 w - - 0 21,60,d2b2
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,31,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,30,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,32,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,27,b8c6
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,25,f1b5
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,33,g8f6
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,20,e1g1
r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,26,f6e4
r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5,30,f1e1
r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq - 2 6,32,e4d6
r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,29,f3e5
r1bqk2r/ppppbppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 w kq - 1 7,24,f8e7
r1bqk2r/ppppbppp/2nn4/4N3/8/8/PPPP1PPP/RNBQRBK1 b kq - 2 7,24,b5f1
r1bqk2r/ppppbppp/3n4/4n3/8/8/PPPP1PPP/RNBQRBK1 w kq - 0 8,30,c6e5
r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 0 8,26,e1e5
r1bq1rk1/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 w - - 1 9,29,e8g8
r1bq1rk1/ppppbppp/3n4/4R3/3P4/8/PPP2PPP/RNBQ1BK1 b - - 0 9,23,d2d4
r1bq1rk1/pppp1ppp/3n1b2/4R3/3P4/8/PPP2PPP/RNBQ1BK1 w - - 1 10,24,e7f6
r1bq1rk1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 b - - 2 10,25,e5e1
r1bqr1k1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 w - - 3 11,23,f8e8
r1bqr1k1/pppp1ppp/3n1b2/8/3P4/2N5/PPP2PPP/R1BQRBK1 b - - 4 11,27,b1c3
r1bq2k1/pppp1ppp/3n1b2/8/3P4/2N5/PPP2PPP/R1BQrBK1 w - - 0 12,17,e8e1
r1bq2k1/pppp1ppp/3n1b2/8/3P4/2N5/PPP2PPP/R1B1QBK1 b - - 0 12,13,d1e1
r1bq2k1/pppp1ppp/3n4/8/3b4/2N5/PPP2PPP/R1B1QBK1 w - - 0 13,19,f6d4
r1bq2k1/pppp1ppp/3n4/8/3b1B2/2N5/PPP2PPP/R3QBK1 b - - 1 13,11,c1f4
r1bqn1k1/pppp1ppp/8/8/3b1B2/2N5/PPP2PPP/R3QBK1 w - - 2 14,12,d6e8
r1bqn1k1/pppp1ppp/8/3N4/3b1B2/8/PPP2PPP/R3QBK1 b - - 3 14,8,c3d5
r1bqn1k1/ppp2ppp/3p4/3N4/3b1B2/8/PPP2PPP/R3QBK1 w - - 0 15,8,d7d6
r1bqn1k1/ppp2ppp/3p4/3N2B1/3b4/8/PPP2PPP/R3QBK1 b - - 1 15,17,f4g5
r1bqn1k1/ppp3pp/3p1p2/3N2B1/3b4/8/PPP2PPP/R3QBK1 w - - 0 16,5,f7f6
r1bqn1k1/ppp3pp/3p1p2/3N4/3b3B/8/PPP2PPP/R3QBK1 b - - 1 16,-2,g5h4
r1bqn1k1/ppp4p/3p1p2/3N2p1/3b3B/8/PPP2PPP/R3QBK1 w - - 0 17,-4,g7g5
r1bqn1k1/ppp4p/3p1p2/3N2p1/3bQ2B/8/PPP2PPP/R4BK1 b - - 1 17,4,e1e4
r1bqn1k1/ppp4p/3p1p2/3N2p1/4Q2B/8/PbP2PPP/R4BK1 w - - 0 18,1,d4b2
r1bqn1k1/ppp4p/3p1p2/3N2p1/4Q2B/8/PbP2PPP/4RBK1 b - - 1 18,-3,a1e1
r1bqn1k1/ppp4p/3p1p2/3Nb1p1/4Q2B/8/P1P2PPP/4RBK1 w - - 2 19,-12,b2e5
r1bqn1k1/ppp4p/3p1p2/3Nb1p1/4QP1B/8/P1P3PP/4RBK1 b - - 0 19,-11,f2f4
r1bqn1k1/ppp4p/3p1p2/3Nb3/4QP1p/8/P1P3PP/4RBK1 w - - 0 20,-12,g5h4
r1bqn1k1/ppp4p/3p1p2/3NP3/4Q2p/8/P1P3PP/4RBK1 b - - 0 20,-17,f4e5
r1bqn1k1/ppp4p/5p2/3Np3/4Q2p/8/P1P3PP/4RBK1 w - - 0 21,-22,d6e5
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,29,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,25,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,24,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,25,b8c6
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,20,f1b5
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,23,g8f6
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,24,e1g1
r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,25,f6e4
r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5,22,f1e1
r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq - 2 6,21,e4d6
r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,20,f3e5
r1bqk2r/ppppbppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 w kq - 1 7,23,f8e7
r1bqk2r/ppppbppp/2nn4/4N3/8/8/PPPP1PPP/RNBQRBK1 b kq - 2 7,21,b5f1
r1bqk2r/ppppbppp/3n4/4n3/8/8/PPPP1PPP/RNBQRBK1 w kq - 0 8,22,c6e5
r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 0 8,20,e1e5
r1bq1rk1/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 w - - 1 9,18,e8g8
r1bq1rk1/ppppbppp/3n4/4R3/3P4/8/PPP2PPP/RNBQ1BK1 b - - 0 9,23,d2d4
r1bq1rk1/pppp1ppp/3n1b2/4R3/3P4/8/PPP2PPP/RNBQ1BK1 w - - 1 10,23,e7f6
r1bq1rk1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 b - - 2 10,20,e5e1
r1bqr1k1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 w - - 3 11,28,f8e8
r1bqr1k1/pppp1ppp/3n1b2/8/3P4/2N5/PPP2PPP/R1BQRBK1 b - - 4 11,9,b1c3
r1bq2k1/pppp1ppp/3n1b2/8/3P4/2N5/PPP2PPP/R1BQrBK1 w - - 0 12,9,e8e1
r1bq2k1/pppp1ppp/3n1b2/8/3P4/2N5/PPP2PPP/R1B1QBK1 b - - 0 12,9,d1e1
r1bq2k1/pppp1ppp/3n4/8/3b4/2N5/PPP2PPP/R1B1QBK1 w - - 0 13,6,f6d4
r1bq2k1/pppp1ppp/3n4/3N4/3b4/8/PPP2PPP/R1B1QBK1 b - - 1 13,-14,c3d5
r1bq2k1/p1pp1ppp/1p1n4/3N4/3b4/8/PPP2PPP/R1B1QBK1 w - - 0 14,-15,b7b6
r1bq2k1/p1ppNppp/1p1n4/8/3b4/8/PPP2PPP/R1B1QBK1 b - - 1 14,-23,d5e7
